,출근출발_EE,출근출발_EH,출근출발_EW,출근출발_HE,출근출발_HH,출근출발_HW,출근출발_WE,출근출발_WH,출근출발_WW,출근도착_EE,출근도착_EH,출근도착_EW,출근도착_HE,출근도착_HH,출근도착_HW,출근도착_WE,출근도착_WH,출근도착_WW,퇴근출발_EE,퇴근출발_EH,퇴근출발_EW,퇴근출발_HE,퇴근출발_HH,퇴근출발_HW,퇴근출발_WE,퇴근출발_WH,퇴근출발_WW,퇴근도착_EE,퇴근도착_EH,퇴근도착_EW,퇴근도착_HE,퇴근도착_HH,퇴근도착_HW,퇴근도착_WE,퇴근도착_WH,퇴근도착_WW,읍면동
0,9460,5827,11016,30884,3324,116253,3037,2730,5540,6072,3105,2400,26188,2298,60942,3199,2311,3087,20733,31042,5407,28069,3352,8505,11984,41095,6137,21828,48640,5078,15573,3194,6182,19370,60755,6065,가락1동
1,4089,2346,1778,29792,1732,105218,1921,1502,2471,3556,3348,2160,15286,1532,48255,1695,2571,2329,15561,30171,3960,26040,4009,7529,9802,30562,3494,15890,46207,4723,16398,3476,4708,9280,60869,4303,가락2동
2,9648,5722,7468,39489,3097,143174,5880,4080,6521,8697,5104,6615,41822,4357,153697,5250,3980,6063,31455,49165,8526,34899,4543,10748,33891,93755,9155,36496,63093,10779,27456,4587,12332,29828,81255,9875,가락본동
3,1577,566,1033,6395,914,26924,686,373,883,1201,659,743,4025,492,15389,587,439,925,3685,5797,1418,4799,1362,1737,3723,10427,1823,4088,10246,1980,2545,1784,1141,1952,17692,1620,가리봉동
4,8221,3446,8454,21696,1936,105313,5974,4088,3963,11207,2039,15839,71145,1826,557557,5395,1528,7073,51400,79390,14572,16169,3563,4913,105438,343341,14475,37377,31179,14853,25030,3159,8519,46031,62558,9596,가산동
5,10410,6956,10375,33348,2936,142224,5730,5258,7131,10475,4068,11486,59565,2743,294200,5708,3035,7291,55244,86075,13173,28505,5931,8335,63895,184324,16856,56662,51657,13532,52819,5917,14770,58868,83773,12691,가양1동
6,2455,1786,1847,14827,748,52726,1082,963,1569,2641,2152,1405,13728,1160,37094,1423,1451,1433,9759,20852,2324,11393,2071,2600,5991,23294,2023,8883,24944,2572,8398,2021,1882,6408,33232,2608,가양2동
7,1907,1478,1376,11908,740,45997,1317,1133,1184,1897,1609,1601,10007,714,46403,834,1140,1670,6544,11183,1544,8499,1368,2227,8784,27682,2784,5144,17976,2401,4735,1593,1612,2967,26203,1748,가양3동
8,2139,583,1427,5312,402,13175,988,641,1077,4465,1150,1930,18230,322,72138,1766,389,1697,34478,25854,3634,4814,374,964,14445,38593,4141,21972,9040,2021,7697,352,1108,12737,7626,2295,가회동
9,3159,2390,1866,21272,1293,78001,1070,1352,1438,3381,2170,1184,19774,1910,52343,1597,1808,1722,15922,39178,4129,13919,5976,4494,6364,26357,3313,21767,29751,3966,23370,3243,7430,20232,51243,5098,갈현1동
10,2955,1767,1387,25228,1774,88899,1481,1317,1664,2626,2499,1621,15904,1647,45780,1277,1830,1573,11505,27362,2685,16872,4521,5614,5853,23456,3180,13199,36002,3930,16708,4718,7383,8265,52898,4626,갈현2동
11,6563,2728,4768,47636,2148,168503,4572,3037,6352,4812,4684,4674,21858,1918,89648,2569,4042,4557,18018,34910,4829,28998,4307,10270,22461,56079,7870,17968,64727,8031,15488,3875,5058,9088,92135,6428,강일동
12,5399,2486,2431,35995,2156,132335,2001,1424,2932,3594,3469,1931,15278,2165,36858,1698,2957,1858,13312,26409,3383,23246,5536,6520,5879,23754,2915,16758,51625,4512,13173,5786,4523,9495,77701,5065,개봉1동
13,3343,1108,1476,23962,2193,91867,1008,937,1927,1977,2998,916,7211,1476,13838,747,2322,1125,7020,13446,1487,13382,4203,4338,3064,10729,1785,9199,29617,2480,6832,4744,2476,4768,53259,2840,개봉2동
14,2038,1462,1316,15971,804,64290,1110,739,1142,1874,1530,939,7869,1062,23521,872,1370,1161,4941,10852,1260,10722,2250,2909,3795,14488,1810,5714,22107,2127,5517,2136,2231,3845,39036,1946,개봉3동
15,3755,1198,2709,15074,713,36389,4445,1247,3645,2675,2182,3068,9358,688,30444,1378,987,2873,7003,10684,2120,15333,766,3130,7156,23109,3828,6371,26182,2938,4190,742,1457,3286,19502,1724,개포1동
16,5540,2794,3763,26282,1382,83790,3338,2302,4393,4679,3396,3160,20748,1385,67514,2618,1760,3905,13925,22945,3315,25398,1946,6692,11566,34068,4342,13627,47062,5812,9617,2221,4127,6870,42870,3647,개포2동
17,4077,1969,3547,20250,861,66875,2438,1498,2892,3910,2529,3221,14362,922,53551,2604,1632,3275,11865,17462,3481,17084,1264,4695,12933,32832,3775,11765,30170,5265,8831,1461,3065,7146,37984,3120,개포4동
18,2135,990,763,15137,1425,53684,939,907,1540,2237,1912,1483,10909,1380,27067,924,1516,1228,7829,16950,2072,11154,3922,4126,4220,17602,2406,8385,21349,2545,8772,3269,3862,4481,33704,2722,거여1동
19,2831,1348,1594,23378,1706,85865,1195,1380,2072,2422,2531,1548,11253,1675,28299,1238,1948,1494,9236,18087,2341,16645,3822,5278,5435,18437,2541,10849,35192,2877,9775,3793,3059,6340,48347,3892,거여2동
20,3694,1654,1535,30859,1933,103997,1607,1743,3164,3469,2967,1892,13912,1748,44934,1678,2224,2830,10506,13342,2109,29791,3001,8818,7040,20452,3778,10194,54726,3176,5994,3914,3166,3510,54071,3167,고덕1동
21,4565,2294,2161,18554,1356,65902,2109,1431,2744,4095,2303,2293,14979,1507,46003,2066,1491,3062,9958,17037,2759,17506,2508,4872,6872,25157,3601,10320,33219,2461,8980,2687,2399,4176,39951,2332,고덕2동
22,4503,3527,3600,21939,1467,83847,2190,2244,3054,4774,2113,2061,28850,1947,63480,2410,1869,2339,16819,38346,4490,15710,3816,4674,9865,39821,3841,21362,31231,4189,22972,3217,5314,17443,50322,4415,고척1동
23,1963,1531,911,18774,888,64807,885,925,1358,1951,2190,1187,9863,984,23959,748,1408,959,5835,12320,1407,13922,1840,3842,3705,14463,1666,6378,28690,2498,5991,1913,2293,3186,39532,2152,고척2동
24,7517,2670,5205,46484,3099,185745,3079,2993,3669,6096,4902,5640,30115,2604,156916,2987,2787,4059,34351,48867,7118,34861,6270,9920,35442,95442,8925,37259,70569,7853,25545,6487,6788,33444,105439,8269,공덕동
25,7063,4705,4087,44325,2594,160485,3399,2840,3535,5943,4861,3020,35701,2237,74600,2787,4584,3053,27404,56557,6959,32220,5569,12489,12766,51668,5513,34646,64025,7206,34501,5045,9525,26866,97619,7527,공릉1동
26,5351,3518,2843,41487,1513,155674,2526,2934,2912,7085,4347,3436,44877,2423,117670,3105,3286,2998,31033,47602,6837,36641,4039,12634,22297,62966,7206,23122,62909,6153,20290,4149,7234,14382,89271,5021,공릉2동
27,7398,3343,4769,26567,1604,90296,3939,2884,3426,15946,3156,5938,44686,1719,108533,4633,2586,4742,24983,36798,5796,23233,2768,6398,27993,63659,5460,41179,50426,6830,18435,3140,5519,18437,53871,4373,공항동
28,5922,4361,3952,37167,1599,140530,2872,3249,3761,5408,4297,2986,29375,1769,92403,2327,2309,2400,25479,39251,5289,37822,4080,8724,17025,50655,4477,26701,65751,6549,21957,4729,6896,17386,81426,5109,광장동
29,11111,3213,6801,10151,1739,32824,3708,3544,4105,8055,1651,6656,38467,1635,234830,4904,1265,5068,69983,74293,15227,8788,2173,3438,48925,154063,15288,63914,14074,11601,33985,2045,13806,41829,22629,16138,광희동
30,3769,1820,2354,12068,1330,52046,1965,1702,1640,4033,1674,1986,20361,1534,47742,1911,1210,2011,13198,21811,2956,9809,3946,3028,9468,25260,3846,12525,21043,2624,8915,2704,2932,8603,27815,3994,교남동
31,1912,796,1108,17403,745,72035,1042,739,1331,1682,1735,1017,4973,689,23210,577,1199,930,4905,5521,1158,13964,1115,3046,4237,12568,1474,4666,27202,1677,2352,870,1164,2819,45304,1638,구로1동
32,6622,3745,3702,28938,2501,103479,3406,3581,3148,7724,3252,4886,41523,2205,136261,4262,2635,4666,21158,37537,6700,19082,4049,6364,29158,91693,8497,16753,42000,7593,13314,5552,5130,11768,60180,5788,구로2동
33,6742,3398,5194,24080,1887,100909,3270,2715,2856,7205,2943,10567,41325,2838,423635,3374,2242,6183,40019,66322,11814,16825,7714,6329,78700,251159,13831,40235,35180,13177,37052,5980,12445,47362,69176,11533,구로3동
34,3238,2127,2105,21914,1864,82980,1481,1304,1764,3071,2571,1697,15786,1959,33516,1610,2492,1322,12316,28168,4701,12924,5709,5514,7307,24227,3095,13871,28868,5294,12214,4561,4782,8217,49648,5139,구로4동
35,7111,4362,5946,30955,2323,146718,3214,3083,3836,6231,3365,4675,38453,3185,130937,3755,2817,3198,39015,72436,10081,21519,6693,6909,25911,80344,7141,43850,45822,8501,39334,6085,8932,45709,93966,10033,구로5동
36,3346,2068,1287,34700,2014,114322,1900,1860,1765,2857,3004,2025,17837,1908,69693,1120,2818,2049,9963,18428,2597,25854,3353,8546,8607,30617,4304,9818,53379,3565,8752,4040,3181,4959,67310,3053,구산동
37,4851,2268,2433,24810,2620,101849,3078,1640,2772,3393,3688,2113,12496,1898,49664,1725,1944,2116,15489,26413,4394,17402,5142,6350,8840,30272,3929,21033,33735,4925,20014,5069,7856,17189,62602,6949,구의1동
38,4521,4935,2977,31377,1673,120570,2145,1658,2512,4186,4471,2745,23793,1746,70628,2018,2601,2414,16962,29543,4128,26739,3616,7870,11996,38226,3945,16424,48588,4514,13560,4506,4401,9499,69080,3608,구의2동
39,5952,2483,3450,32109,2286,129742,3507,1734,3784,5538,4566,3263,27716,2326,92450,2408,2781,2821,28292,54268,6808,23725,6602,6524,19394,63593,6332,33558,44678,6196,30470,5861,7931,21231,78195,6323,구의3동
40,3447,1475,2115,18385,1240,72145,1641,1235,1317,4618,3267,2855,27454,2558,81861,1822,1741,2198,27236,35421,5106,20082,4773,9908,19668,52403,7035,19543,29432,5694,17159,3226,6216,16038,44329,4589,군자동
41,2478,2063,925,20288,1622,79120,1041,1101,1388,1788,2676,950,10668,1912,24979,615,1303,1002,8815,20167,1936,15511,5363,3722,4388,16781,1831,9165,31490,2664,10122,4005,3398,4163,45940,2681,금호1가동
42,3296,2769,1522,26518,2427,107818,1230,1195,2112,2503,2624,1523,13556,2032,38139,1060,2342,1755,8730,16794,1614,18867,4259,5672,4707,18821,2365,9751,40639,2912,8048,5807,2652,4533,60265,3033,금호2·3가동
43,2429,1367,1292,17929,1547,61094,842,967,1519,1908,2517,1070,8712,1599,21747,745,1343,936,9873,16462,1865,13650,3380,4009,4474,14736,1561,9979,26542,2370,8262,3069,2789,5334,36097,2363,금호4가동
44,11346,7748,6856,60909,3974,210809,4857,5481,4881,12456,8577,5921,72189,4905,156253,6085,6473,5113,51078,113849,13228,45034,9956,15075,33203,103392,9791,52786,81301,11996,51431,8608,18944,36663,130896,11256,길동
45,4971,3249,2008,38199,2595,170790,1869,2091,3183,3238,2948,1570,17575,2880,50155,1124,2380,1754,16526,30331,3301,34705,8649,9823,8519,30356,3855,18265,68818,5032,18675,7551,8361,7561,92374,5379,길음1동
46,3964,2031,2035,25859,2869,117968,1805,1458,2873,3204,2396,1539,18971,1787,40983,1534,2427,1494,21962,59384,5143,17927,6140,7034,6644,30413,3277,21021,38104,3589,25658,9075,5596,12402,60947,4135,길음2동
47,5511,5415,4025,31221,3926,109122,2136,1738,2242,4365,2500,2155,26319,1894,66511,2011,1743,1871,30396,45999,8225,26379,5226,7306,12928,38062,4495,46698,41555,5868,35556,6104,7818,42693,75388,6762,낙성대동
48,2091,1319,1122,20587,685,78345,1028,703,976,1926,2327,1380,9819,977,27377,711,1607,845,4875,10465,1444,13558,1330,4400,3385,12289,965,5963,28353,1941,4834,977,1699,3007,47501,1582,난곡동
49,939,465,338,13824,360,51882,341,383,371,571,1195,499,3590,279,9894,314,1119,421,2344,4036,498,9283,227,2673,1843,6159,561,2644,21439,817,1867,260,786,1041,29061,801,난향동
50,1884,1646,1698,8633,940,32671,882,1105,1948,2162,1267,1036,13577,1237,23075,925,1001,1339,7471,19641,2037,7897,3667,2790,3500,13837,1471,7987,14320,2359,8874,2494,3339,4509,19196,2363,남가좌1동
51,3415,1866,1860,25681,1789,91956,1412,1169,2145,3038,3233,2137,17177,2525,41835,1273,2383,1883,15401,28106,4157,22109,5205,12333,8514,24880,4328,15981,39966,4156,15253,4701,5172,8399,49048,4283,남가좌2동
52,5967,2671,4001,9565,1044,33468,2709,1585,2446,7781,1264,4089,32711,1072,110731,2942,954,3120,35736,36679,6278,7641,2268,2430,26186,65110,6588,37867,15215,4626,19976,1747,4610,31440,22412,6272,남영동
53,5714,2549,4505,25585,1171,109219,2240,1372,1987,3374,2971,1532,19041,1388,44496,1664,1826,1224,21407,32055,4237,19066,2546,5506,8869,26690,3153,27708,39119,3860,19419,2824,3964,29991,64707,3656,남현동
54,3925,1023,2813,18838,229,47698,2129,1046,1039,3963,2116,3214,20254,268,72134,2072,925,1269,12722,19460,2969,13635,290,2746,25107,46290,3443,8220,29682,3319,3967,364,1238,5552,29749,1673,내곡동
55,5688,3102,4331,35863,2030,131039,2959,2258,3205,4099,3879,2672,22469,1670,74911,2102,2708,2391,21351,30101,4974,26939,3055,7960,13163,37842,4574,25859,54875,5735,18217,3701,6541,23156,75834,6116,노량진1동
56,4994,5037,4651,23630,1859,75638,2730,1840,3237,3503,3002,2557,19035,1449,62663,2073,2210,2273,17004,26355,3949,15625,2703,6282,12110,32596,4278,21814,30508,5407,15722,2696,4366,28192,43151,4239,노량진2동
57,5383,3751,3496,38938,2273,155654,2516,2495,2633,4229,3437,2366,26225,1872,79478,2317,3013,3157,21597,45176,5327,27034,5035,8491,13284,51891,4857,23330,60286,6136,22629,5630,7497,16644,89286,5642,녹번동
58,12863,6611,10860,24371,2197,91775,4395,4436,5038,11380,3946,10449,41160,1908,291334,5075,1766,5890,75597,60787,17737,26267,3080,11466,77485,173726,20679,73478,39451,16073,44378,3329,13525,78643,55523,15370,논현1동
59,10978,3930,7993,24771,2183,81412,5834,5184,5395,13944,4126,13994,57009,1923,415410,6280,1911,7791,78230,69222,18961,27540,2915,8258,110116,234399,20168,66581,43362,20453,36741,3248,14583,59062,51932,15749,논현2동
60,4601,7365,2482,16920,1256,67690,1139,1469,1518,4423,1768,1620,24664,1226,54101,2284,1396,1751,23754,41587,5504,14005,2898,5236,9885,34484,4256,19299,24938,3267,19553,3123,4817,15793,40790,4484,능동
61,3073,1827,1824,18057,1899,66323,1516,836,1600,3844,2245,2449,21197,1884,72486,1644,1501,2124,14445,20938,3595,13471,3290,4558,13720,40263,4551,13427,26733,4108,9811,4198,3387,10022,41677,3613,다산동
62,5515,2983,3175,34670,2213,140107,2454,2163,3645,4776,4025,2619,23284,2833,73635,2116,2916,2993,19441,37486,5457,26275,6136,7752,13347,49150,4696,20269,51095,6111,18496,5726,6938,13434,84059,6394,답십리1동
63,3750,2015,1770,24783,2168,99969,1765,1174,2259,2859,2622,1886,12811,1860,51324,1453,2273,1682,12644,25199,3677,16377,4894,5694,8804,36558,4262,13365,35798,4398,15225,5085,4775,8091,60292,4472,답십리2동
64,6194,2879,3904,25113,1843,110122,3368,1789,2782,5435,2732,4917,30435,1610,159436,3252,2086,3891,24277,37250,6508,20448,3544,5685,32808,103819,9081,23878,36999,7633,18455,4023,6787,26103,62780,8214,당산1동
65,6715,3108,5649,32543,2233,159094,3539,2226,4276,6116,3651,4205,30224,2072,122617,3159,2365,3543,29374,44201,6339,26921,5288,6219,26043,72410,6706,33229,45687,6262,25306,4744,6962,45685,94062,8429,당산2동
66,2996,2297,1356,17896,1341,57867,1406,1569,1418,3113,2574,1306,16997,1741,31003,1277,1390,1349,7824,16000,2451,11451,2964,4468,5917,18835,2236,8650,24930,4015,8126,3186,3638,4795,35911,3493,대림1동
67,3885,1822,1735,25688,1887,86185,1763,1302,1738,3381,3213,1424,13111,1154,28389,1286,1586,967,14250,22573,3803,15573,3353,5702,7016,23350,3965,16796,35296,6794,10480,3887,3909,9194,51814,6531,대림2동
68,5565,3006,2758,31697,2203,105595,2718,2391,2484,5146,3807,2224,23044,2184,59388,2288,2541,1992,19256,35563,5588,18930,4313,6806,11560,41738,4586,24308,41656,7403,19515,4238,6354,15726,63028,6285,대림3동
69,6561,5714,5107,37179,2315,159905,2772,2982,3673,6328,4107,3196,34885,3025,109972,2946,3265,3866,24108,48805,6603,30093,6206,8919,15365,53989,5747,26075,56787,6651,26348,5187,9894,20449,96261,7655,대방동
70,7335,5924,6655,43106,2559,172399,4076,3931,6154,6397,5638,3927,42786,3165,93059,3126,4538,3748,31501,82260,8463,31461,8153,11280,16957,58950,7127,32537,64749,9828,33778,6821,10529,23877,102205,9287,대조동
71,4734,2830,2823,29685,2255,98350,2378,3923,3208,5224,3627,2760,32924,2710,112207,2596,1720,3054,38240,90345,9366,36326,7459,9300,15470,51942,7566,34959,47796,7120,65789,7257,21276,22252,48480,9416,대치1동
72,11367,4370,7012,36572,2107,117913,6333,5159,6508,11874,4374,11734,59106,1892,352451,6365,2144,9101,77844,99334,16622,35627,5041,9507,83912,178687,22145,59875,57215,14388,67997,5348,23434,43055,61042,17391,대치2동
73,8534,4402,5762,23661,2836,93798,3807,3965,5921,9324,3169,8626,42830,3340,268755,4392,2138,6328,68049,108774,17418,25309,10142,10487,57567,141594,19698,76391,36204,16427,97424,8783,40494,65781,56886,29621,대치4동
74,4054,3820,2699,20367,1254,70904,1673,2466,1228,8726,2165,4981,55401,3765,170700,2609,1800,3051,44310,57149,6569,22005,4362,6363,52721,108356,6729,17153,32727,7340,18313,2280,8533,9382,43212,3210,대학동
75,5397,3127,3520,24134,2201,92093,2030,1991,3154,5232,2463,3176,35070,3012,108602,2015,1839,3256,39725,59234,6606,31013,7071,8969,24836,67226,8813,31586,40902,8079,33278,6445,12084,22891,54301,7573,대흥동
76,8766,6187,7831,38679,2191,123140,4671,4627,6379,11517,5707,8051,60790,2639,192648,6219,3360,6280,41492,57965,9118,42085,3882,10982,48762,106004,13434,32162,70379,9855,23672,3407,7995,29601,68026,9727,도곡1동
77,6247,4015,3872,35351,2715,103796,2741,2811,3248,5445,3448,3885,29630,2516,133816,2860,1628,4064,28935,48040,5929,36928,5759,9813,25803,66065,7103,28796,55010,5885,24793,6330,6032,16968,49398,5053,도곡2동
78,3497,1618,1900,26754,1970,99990,1533,998,1822,2600,2842,1151,9868,1428,26343,1053,2048,1312,8407,12776,2198,18128,4168,5569,5202,17399,2595,10510,37813,3580,8048,4724,3868,6027,57212,3659,도림동
79,3988,3017,1992,24042,1305,68906,2015,1193,1596,2874,2699,2243,21119,1017,39112,1866,1974,1557,13636,36762,3924,13757,2207,4479,7147,28920,2875,11741,32250,3834,9766,2534,2696,7683,41903,3063,도봉1동
80,3107,2373,1959,21845,1212,70649,1374,1290,1774,2317,2392,1387,12757,1485,34373,1222,1864,1277,8275,18033,2101,12743,2319,3605,6638,22083,2405,7707,30531,2537,6776,3019,1676,5069,38595,2239,도봉2동
81,4288,2377,3161,17088,1200,66063,1330,1146,2237,3850,2038,2417,17508,1454,62481,2010,1341,1953,22816,32159,4393,12885,4683,4171,12980,39134,3866,33197,26795,4289,23526,2784,5125,38991,42494,7290,도화동
82,5633,2364,4626,31225,2054,148515,3403,2479,4009,5092,3768,4672,21705,2347,117390,2643,2391,3776,18253,28940,5871,23093,4034,7487,21038,71705,7482,18710,44847,7259,13809,4530,5422,13811,88233,6645,독산1동
83,2060,1629,1461,13875,965,51018,701,700,1009,1400,1433,627,6672,725,12217,634,876,746,4720,8715,1451,8617,1587,2644,2384,8384,1357,5679,19420,1996,4897,2535,1391,3669,30990,2292,독산2동
84,3188,1348,1789,22973,1317,87418,1689,1180,1947,2163,2808,1703,9245,892,37440,1072,1776,1595,7411,12373,2383,14843,2025,6007,6414,22758,2993,8579,31640,4092,6223,2948,2818,5285,51473,3704,독산3동
85,2464,2267,1373,15748,873,56531,1016,726,1223,2011,1620,1406,14107,1013,22067,1133,1205,1139,7923,17981,2861,9514,2726,3685,3742,15683,1658,10044,21101,3210,9824,2139,3181,6790,35533,3723,독산4동
86,1915,821,793,18730,1280,65416,739,665,1106,1658,2250,886,7406,1014,25301,577,1327,1145,6960,14111,1314,13369,2873,3409,2983,14581,1498,7949,28070,2159,11289,3772,5491,4550,37886,2475,돈암1동
87,1629,480,431,16918,1541,56401,591,373,1209,982,2047,657,4423,1298,23597,266,852,671,4815,8460,656,11856,3739,3188,2684,11526,1299,5193,23971,1378,3702,4401,1804,1274,28219,1900,돈암2동
88,5283,2661,3133,29636,2111,116369,1806,2104,2359,4272,3544,2664,27529,2530,109096,1805,2082,2793,30856,56397,7614,24812,6463,8726,14335,50764,5924,41679,45079,6894,43210,6899,13988,35014,72712,8662,동선동
89,1902,926,1031,13533,1435,46604,1164,974,1417,1506,1673,1370,6825,1300,36257,667,1075,1177,7328,11543,1988,9700,3370,4159,6169,23216,3409,7987,19062,3391,6279,3456,3785,4905,26717,2784,동화동
90,751,709,471,1801,280,5960,568,840,1149,770,384,574,2962,233,21197,401,176,1112,1391,2262,437,1898,234,488,1895,6502,1400,1004,3258,605,816,306,397,638,2920,493,둔촌1동
91,5528,3421,2721,30219,1874,99657,2708,2667,2678,5126,3384,2997,23824,1735,73526,2658,2305,2533,18467,32571,4820,25197,3575,7445,13296,44616,4834,18819,46257,5140,15217,4183,4780,11461,60363,3837,둔촌2동
92,3583,1828,2614,27697,1862,125186,1912,1764,2810,3388,2983,2676,16013,1533,78087,1602,2066,2183,17375,30181,4143,22771,4049,5691,16869,52179,4322,18504,40925,4935,17191,4143,5492,13874,71660,5606,등촌1동
93,2219,1273,1071,20869,1142,79180,973,1386,937,2210,2615,1143,12021,1136,46608,1003,1315,1224,7013,11759,1462,18914,2127,4574,5539,18695,2287,6541,34041,2132,5074,2632,2043,3166,47435,1475,등촌2동
94,14105,4700,5841,34535,2056,131837,4686,3711,4749,10433,4421,6454,58684,2429,184403,4778,2795,4916,50212,92752,10815,26811,6741,7981,29928,99597,10096,54802,51362,8862,49171,5704,10530,37733,80662,11699,등촌3동
95,5252,2768,3280,28123,2363,98973,3976,2092,3045,4626,3004,3257,21583,1863,86673,2408,2285,2768,18827,26870,4488,21807,3033,9240,14558,52866,5932,22683,40782,5726,15001,4402,4050,18407,56169,4538,마장동
96,2104,1105,985,18763,1001,57120,1040,631,2086,1120,1875,922,5392,640,11798,589,1586,791,4571,8200,1139,11347,1731,4253,3035,9030,1323,4768,23731,2338,3188,2791,1040,1995,31083,1778,마천1동
97,2329,1190,990,19559,1183,59109,1336,1089,1346,1994,2817,1412,7839,1357,19445,906,1866,1577,7030,16576,1930,11419,3745,4682,3299,14749,1857,9002,25065,2534,8477,3416,2687,4038,34830,2530,마천2동
98,1610,766,668,16352,1016,49189,996,670,939,1463,1758,1215,7069,1073,35987,628,1386,1039,4948,9663,1334,10853,1839,3727,4322,18253,2146,5776,22529,1936,4328,2565,1992,2781,33115,1886,망우3동
99,5691,3861,4252,36390,2268,138691,3104,3045,3984,5085,4292,3203,29269,2410,88494,2742,3342,3063,23290,58340,6747,24957,5348,9353,13162,53862,5844,26899,50253,6584,30693,3941,7918,18490,87676,7100,망우본동
100,3239,1841,1307,23412,1256,88039,1450,1042,1425,2920,3478,1810,14402,1690,31989,1221,1639,983,22962,34367,4494,18862,4655,6714,8397,24513,2919,26749,33087,4263,20939,5826,5167,16878,54903,4203,망원1동
101,3223,1997,1751,21998,1247,79793,1555,861,1343,2330,2844,1380,9542,874,18837,1149,1536,999,13190,17568,2545,17042,3451,5873,4517,13483,1996,14692,31283,3015,10814,3493,3093,7441,46888,2676,망원2동
102,3099,1947,1557,26240,1439,96371,1421,1231,1461,2535,2979,2316,13716,1287,46882,1189,2211,1904,9807,17504,2672,19948,2727,6503,7684,30550,3219,10196,37788,3556,8176,3731,3313,6368,57543,3337,면목2동
103,3684,3447,2668,24806,2062,94404,1433,1578,1770,3782,2897,2169,23748,1945,63123,1885,2374,1935,14047,31239,4058,17411,5348,5912,9807,38289,4116,17025,37059,4526,18979,4180,6711,12623,60581,5333,면목3·8동
